dataset,unit,method,endpoint,value
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,linear,neural_observation_oracle_causal_skill_mean,0.056648619644154352
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,linear,behavior_observation_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,linear,neural_condition_averaged_oracle_causal_skill_mean,0.29010410990727076
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,linear,behavior_condition_averaged_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,linear,query_coordinate_fraction_outside_normal_rollout_range,0.17407407407407408
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,neural_condition_averaged_causal_skill_mean,-0.02380020793293447
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,behavior_condition_averaged_causal_skill_mean,0.46303561811825444
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,neural_pathwise_mean_causal_skill_mean,0.041948363640144204
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,behavior_pathwise_mean_causal_skill_mean,0.4737514390643609
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,gauge_true_h_neural_pathwise_mean_causal_skill_mean,-0.81203817779082499
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,gauge_true_h_neural_condition_averaged_causal_skill_mean,-0.26304439538500501
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,neural_causal_skill_mean,-0.0046446780147568756
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,behavior_causal_skill_mean,0.45747781166307888
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,neural_effect_nrmse_mean,0.16319436491961944
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,behavior_effect_nrmse_mean,0.34302428286082509
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,neural_treated_nrmse_mean,1.0338012494513105
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,behavior_treated_nrmse_mean,0.59045345778170211
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,latent_effect_skill_affine_gauge_mean,-0.81314385827011804
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,latent_treated_r2_affine_gauge_mean,-0.041035607485480075
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,shared_vector_field_r2_affine_gauge_mean,-0.69772711271455146
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,shared_vector_field_cosine_affine_gauge_mean,-0.053635974915959651
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,shared_operator_linear_cka_affine_gauge_mean,0.99723850695752581
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,neural_observation_oracle_causal_skill_mean,0.056648619644154352
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,behavior_observation_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,neural_condition_averaged_oracle_causal_skill_mean,0.29010410990727076
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,behavior_condition_averaged_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed,query_coordinate_fraction_outside_normal_rollout_range,0.20092592592592592
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,neural_condition_averaged_causal_skill_mean,0.02523208339994043
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,behavior_condition_averaged_causal_skill_mean,0.46303561811825444
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,neural_pathwise_mean_causal_skill_mean,-0.01300644900156156
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,behavior_pathwise_mean_causal_skill_mean,0.4737514390643609
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,gauge_true_h_neural_pathwise_mean_causal_skill_mean,-0.81203817779082499
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,gauge_true_h_neural_condition_averaged_causal_skill_mean,-0.26304439538500501
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,neural_causal_skill_mean,0.0050085813507600996
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,behavior_causal_skill_mean,0.45747781166307888
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,neural_effect_nrmse_mean,0.16240843527013268
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,behavior_effect_nrmse_mean,0.34302428286082509
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,neural_treated_nrmse_mean,1.0728500567184653
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,behavior_treated_nrmse_mean,0.59045345778170211
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,latent_effect_skill_affine_gauge_mean,-0.81314385827011804
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,latent_treated_r2_affine_gauge_mean,-0.041035607485480075
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,shared_vector_field_r2_affine_gauge_mean,-0.69772711271455146
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,shared_vector_field_cosine_affine_gauge_mean,-0.053635974915959651
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,shared_operator_linear_cka_affine_gauge_mean,0.99723850695752581
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,neural_observation_oracle_causal_skill_mean,0.056648619644154352
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,behavior_observation_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,neural_condition_averaged_oracle_causal_skill_mean,0.29010410990727076
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_native_decoder,behavior_condition_averaged_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,neural_condition_averaged_causal_skill_mean,0.022774901056766828
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,behavior_condition_averaged_causal_skill_mean,0.43894888347820837
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,neural_pathwise_mean_causal_skill_mean,0.050051177806748393
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,behavior_pathwise_mean_causal_skill_mean,0.45121171195903986
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,gauge_true_h_neural_pathwise_mean_causal_skill_mean,-1.9545620088490137
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,gauge_true_h_neural_condition_averaged_causal_skill_mean,-0.98889608356718872
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,neural_causal_skill_mean,0.0043975425189836104
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,behavior_causal_skill_mean,0.43642738178506146
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,neural_effect_nrmse_mean,0.16245829631793582
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,behavior_effect_nrmse_mean,0.34961580283084781
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,neural_treated_nrmse_mean,1.4962865714348086
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,behavior_treated_nrmse_mean,1.175140365238333
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,latent_effect_skill_affine_gauge_mean,-2.5661001610658749
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,latent_treated_r2_affine_gauge_mean,-0.86802272507906242
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,shared_vector_field_r2_affine_gauge_mean,-1.5818727402456005
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,shared_vector_field_cosine_affine_gauge_mean,-0.069866564634458603
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,shared_operator_linear_cka_affine_gauge_mean,0.99810965917386019
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,neural_observation_oracle_causal_skill_mean,0.056648619644154352
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,behavior_observation_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,neural_condition_averaged_oracle_causal_skill_mean,0.29010410990727076
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_adaptation,behavior_condition_averaged_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,neural_condition_averaged_causal_skill_mean,-0.023800208343705442
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,behavior_condition_averaged_causal_skill_mean,0.46303561664842363
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,neural_pathwise_mean_causal_skill_mean,0.041948362817095353
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,behavior_pathwise_mean_causal_skill_mean,0.47375143825481103
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,gauge_true_h_neural_pathwise_mean_causal_skill_mean,-0.81203817355437025
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,gauge_true_h_neural_condition_averaged_causal_skill_mean,-0.26304439420890668
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,neural_causal_skill_mean,-0.0046446781481095378
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,behavior_causal_skill_mean,0.45747781122174103
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,neural_effect_nrmse_mean,0.16319436493045034
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,behavior_effect_nrmse_mean,0.34302428300034898
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,neural_treated_nrmse_mean,1.0338012494546576
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,behavior_treated_nrmse_mean,0.59045346045120728
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,latent_effect_skill_affine_gauge_mean,-0.8131438556164643
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,latent_treated_r2_affine_gauge_mean,-0.041035608517117961
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,shared_vector_field_r2_affine_gauge_mean,-0.69772711271455146
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,shared_vector_field_cosine_affine_gauge_mean,-0.053635974915959651
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,shared_operator_linear_cka_affine_gauge_mean,0.99723850695752581
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,neural_observation_oracle_causal_skill_mean,0.056648619644154352
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,behavior_observation_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,neural_condition_averaged_oracle_causal_skill_mean,0.29010410990727076
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,proposed_no_target_residual,behavior_condition_averaged_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,neural_condition_averaged_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,behavior_condition_averaged_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,neural_pathwise_mean_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,behavior_pathwise_mean_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,gauge_true_h_neural_pathwise_mean_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,gauge_true_h_neural_condition_averaged_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,neural_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,behavior_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,neural_effect_nrmse_mean,0.16281668741493532
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,behavior_effect_nrmse_mean,0.4657105888838679
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,neural_treated_nrmse_mean,1.0338125729022158
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,behavior_treated_nrmse_mean,0.68583332934053087
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,latent_effect_skill_affine_gauge_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,latent_treated_r2_affine_gauge_mean,0.18176564275399942
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,neural_observation_oracle_causal_skill_mean,0.056648619644154352
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,behavior_observation_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,neural_condition_averaged_oracle_causal_skill_mean,0.29010410990727076
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-00-812d24afe6ab,zero_effect,behavior_condition_averaged_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-01-36d8bc5a5cf8,additive,neural_condition_averaged_causal_skill_mean,0.078650368291357853
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-01-36d8bc5a5cf8,additive,behavior_condition_averaged_causal_skill_mean,0.084339331595238876
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-01-36d8bc5a5cf8,additive,neural_pathwise_mean_causal_skill_mean,0.10860840677988381
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-01-36d8bc5a5cf8,additive,behavior_pathwise_mean_causal_skill_mean,0.083543558643252802
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-01-36d8bc5a5cf8,additive,gauge_true_h_neural_pathwise_mean_causal_skill_mean,-0.52088047099287871
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-01-36d8bc5a5cf8,additive,gauge_true_h_neural_condition_averaged_causal_skill_mean,-0.145339968069093
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-01-36d8bc5a5cf8,additive,neural_causal_skill_mean,0.016658964793847986
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-01-36d8bc5a5cf8,additive,behavior_causal_skill_mean,0.084108587340000707
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-01-36d8bc5a5cf8,additive,neural_effect_nrmse_mean,0.17483420614141301
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-01-36d8bc5a5cf8,additive,behavior_effect_nrmse_mean,0.39111376877934023
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-01-36d8bc5a5cf8,additive,neural_treated_nrmse_mean,1.0016183540178858
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-01-36d8bc5a5cf8,additive,behavior_treated_nrmse_mean,0.77525305703067271
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-01-36d8bc5a5cf8,additive,latent_effect_skill_affine_gauge_mean,-0.82157924305095675
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-01-36d8bc5a5cf8,additive,latent_treated_r2_affine_gauge_mean,-0.39515568700071158
